age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,gripforce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class,height_m,bmi
23.0,F,157.6,60.2,22.6,61.0,106.0,29.4,28.1,57.0,173.0,A,1.5759999999999998,24.23729031925585
30.0,M,180.0,81.5,18.3,73.0,122.0,49.8,14.1,55.0,236.0,B,1.8,25.15432098765432
31.0,F,156.6,56.04,30.5,72.0,125.0,37.6,20.0,34.0,159.0,A,1.5659999999999998,22.85149464433386
62.0,M,167.5,71.2,20.7,80.0,130.0,40.7,8.5,25.0,160.0,B,1.675,25.37758966362219
61.0,M,163.7,59.7,19.2,91.0,152.0,40.3,4.6,34.0,159.0,C,1.6369999999999998,22.278039636998567
33.0,M,170.5,74.8,17.3,64.0,123.0,49.4,21.1,55.0,235.0,A,1.705,25.730772869170366
48.0,M,163.0,67.0,21.1,75.0,137.0,34.6,25.5,53.0,193.0,C,1.63,25.21735857578381
37.0,F,160.8,54.5,24.6,66.0,110.0,24.9,22.0,44.0,171.0,A,1.608,21.077757976287714
28.0,M,182.2,83.1,15.5,65.0,92.0,52.9,17.6,54.0,239.0,A,1.8219999999999998,25.032503093667952
47.0,M,171.3,73.8,23.8,85.0,130.0,49.6,13.9,36.0,231.0,B,1.713,25.150211169760855
32.0,M,182.3,78.72,14.8,88.0,152.0,53.2,17.4,56.0,238.0,A,1.8230000000000002,23.68709206942797
38.0,F,160.0,56.1,22.49118,93.0,146.0,28.4,31.2,31.0,180.0,A,1.6,21.914062499999996
31.0,M,179.5,78.7,22.9,72.0,132.0,44.0,18.3,47.0,214.0,B,1.795,24.425632948223555
29.0,M,175.1,76.22,15.9,71.0,133.0,49.7,17.2,53.0,222.0,A,1.751,24.85974401182518
49.0,F,162.5,52.7,25.2,73.0,137.0,24.7,16.4,24.0,138.0,B,1.625,19.95739644970414
25.0,M,170.9,73.4,20.2,83.0,123.0,42.1,13.4,59.0,207.0,D,1.709,25.131125240996877
42.0,M,180.6,88.8,25.9,82.0,126.0,45.1,-0.7,35.0,213.0,D,1.806,27.22560089476569
24.0,M,173.8,74.3,21.3,83.0,140.0,50.9,16.5,64.0,223.0,A,1.7380000000000002,24.5974037324491
26.0,F,163.5,52.2,25.2,73.0,126.0,26.3,11.6,34.0,167.0,C,1.635,19.526975843784193
56.0,F,158.6,52.9,26.2,75.0,100.0,22.9,26.9,33.0,91.0,B,1.5859999999999999,21.030485855905
40.0,F,154.5,51.9,29.0,76.0,126.0,24.6,17.0,19.0,140.0,C,1.545,21.742545637351935
22.0,M,176.0,76.7,23.5,72.0,125.0,37.2,17.0,57.0,241.0,C,1.76,24.76110537190083
26.0,M,163.6,54.5,17.8,87.0,117.0,43.9,16.1,40.0,186.0,C,1.636,20.362444031300626
59.0,M,168.5,74.6,22.7,88.0,147.0,34.5,8.7,31.0,202.0,C,1.685,26.274775687027265
32.0,M,166.8,73.4,13.4,60.0,135.0,59.9,15.8,69.0,247.0,A,1.6680000000000001,26.381772280017707
21.0,M,174.6,80.5,21.4,68.0,117.0,57.0,21.6,57.0,242.0,A,1.746,26.406290798539356
22.0,M,165.8,69.4,26.8,68.0,112.0,28.8,6.8,42.0,131.0,D,1.6580000000000001,25.245874445791213
27.0,M,170.0,81.1,21.6,85.0,145.0,48.7,17.2,52.0,226.0,A,1.7,28.062283737024224
35.0,M,167.6,76.5,25.4,91.0,139.0,45.2,13.7,68.0,220.0,B,1.676,27.23412375185833
49.0,M,158.9,58.7,23.4,85.0,132.0,33.9,12.7,39.0,177.0,B,1.589,23.24825212353179
61.0,M,172.9,70.2,24.2,83.0,140.0,36.7,22.2,34.0,181.0,A,1.729,23.482651104336895
48.0,M,173.6,72.3,16.5,82.0,141.0,51.4,20.4,56.0,240.0,A,1.736,23.990475482596786
36.0,M,172.7,81.8,21.7,60.0,159.0,45.4,12.0,60.0,187.0,B,1.7269999999999999,27.426388812983884
25.0,F,164.0,45.0,19.0,77.0,132.0,24.3,21.6,46.0,180.0,A,1.64,16.731112433075552
36.0,M,177.3,92.4,22.3,87.0,151.0,38.8,23.3,53.0,226.0,D,1.7730000000000001,29.393716425075127
27.0,M,179.1,75.6,16.6,84.0,136.0,52.0,19.4,56.0,251.0,A,1.791,23.568428406690067
41.0,M,170.7,74.7,20.0,84.0,135.0,38.0,17.9,51.0,226.0,B,1.7069999999999999,25.63619460033791
62.0,F,155.3,54.7,34.3,64.0,102.0,24.4,-0.1,3.0,154.0,D,1.5530000000000002,22.68007126600821
21.0,M,173.3,80.4,26.7,98.0,147.0,46.1,19.3,52.0,218.0,B,1.733,26.770650443563703
37.0,F,178.2,74.9,23.8,77.0,128.0,44.7,22.3,46.0,191.0,D,1.7819999999999998,23.586658453848884
30.0,M,169.8,73.8,19.5,98.0,159.0,47.3,17.7,54.0,252.0,A,1.6980000000000002,25.596523867197735
55.0,F,153.5,48.6,35.0,75.0,122.0,22.8,19.0,33.0,158.0,B,1.535,20.626213540727225
56.0,F,155.1,58.5,30.6,64.0,128.0,24.5,19.4,9.0,122.0,C,1.551,24.31824729038606
59.0,F,152.1,50.6,35.5,40.0,105.0,22.8,15.1,9.0,110.0,C,1.521,21.872180876884265
22.0,M,171.3,69.0,18.0,80.0,120.0,31.5,17.5,44.0,259.0,D,1.713,23.514425077418686
55.0,M,172.0,59.8,14.8,60.0,109.0,40.2,8.8,48.0,204.0,B,1.72,20.213628988642512
23.0,M,175.8,73.5,23.1,66.0,123.0,34.0,-8.2,42.0,203.0,D,1.758,23.782066962534994
58.0,F,150.8,59.82,34.1,84.0,129.0,28.7,9.8,13.0,133.0,D,1.508,26.305328258131695
59.0,M,172.8,69.0,25.0,85.0,122.0,42.3,19.1,33.0,190.0,D,1.7280000000000002,23.1079603909465
25.0,M,167.8,60.0,14.6,70.0,123.0,43.9,18.8,55.0,232.0,A,1.6780000000000002,21.30920941412459
60.0,M,176.6,73.5,22.8,89.0,147.0,40.3,8.7,46.0,197.0,B,1.766,23.56708892904735
29.0,F,157.9,55.0,32.1,58.0,119.0,27.4,16.8,54.0,170.0,B,1.579,22.05964044390414
42.0,M,180.0,81.4,28.2,99.0,147.0,40.4,15.8,24.0,211.0,D,1.8,25.123456790123456
60.0,M,172.8,70.18,23.6,82.0,140.0,40.7,17.2,45.0,186.0,A,1.7280000000000002,23.50314000342935
61.0,M,175.5,67.6,14.7,58.0,123.0,30.5,4.3,25.0,154.0,C,1.755,21.947873799725652
51.0,M,164.5,72.6,23.6,98.0,157.0,41.2,21.6,42.0,195.0,B,1.645,26.82902042664055
63.0,M,173.1,70.4,20.9,109.0,188.0,40.0,16.8,43.0,192.0,A,1.7309999999999999,23.49516630339269
28.0,M,176.6,79.6,22.2,93.0,150.0,40.8,8.0,39.0,196.0,C,1.766,25.52299698982543
60.0,M,171.9,79.8,25.9,92.0,131.0,41.6,7.4,34.0,179.0,B,1.719,27.005432559008387
26.0,M,170.0,74.5,18.2,78.0,134.0,39.8,13.5,56.0,194.0,C,1.7,25.778546712802772
25.0,M,177.9,91.1,21.1,80.0,124.0,55.0,11.3,58.0,220.0,B,1.7790000000000001,28.7850163720705
29.0,F,158.0,50.28,24.1,68.0,113.0,27.7,20.5,46.0,158.0,A,1.58,20.14100304438391
40.0,M,176.3,76.7,25.9,77.0,117.0,47.6,7.2,38.0,220.0,C,1.7630000000000001,24.676907851535738
41.0,M,172.5,72.8,23.5,86.0,140.0,42.0,10.3,33.0,205.0,C,1.725,24.465448435202685
25.0,F,157.3,51.5,30.7,79.0,132.0,22.8,21.9,28.0,161.0,C,1.5730000000000002,20.813723639823156
24.0,F,161.2,61.0,26.4,71.0,118.0,31.9,20.8,47.0,194.0,A,1.6119999999999999,23.47468428473792
50.0,F,161.0,58.2,24.7,96.0,149.0,29.9,22.4,40.0,157.0,A,1.61,22.452837467690287
50.0,M,171.5,71.8,23.3,97.0,148.0,44.5,15.6,33.0,203.0,D,1.715,24.411597208646054
32.0,F,165.5,54.2,24.5,75.0,126.0,27.1,24.0,53.0,130.0,A,1.655,19.78806327068939
27.0,F,163.1,60.7,26.0,82.0,136.0,26.4,21.4,44.0,191.0,A,1.631,22.818167772552112
22.0,F,155.0,48.4,30.8,90.0,117.0,22.5,25.8,39.0,167.0,A,1.55,20.14568158168574
21.0,F,160.2,49.0,34.1,83.0,123.0,17.3,19.8,15.0,133.0,D,1.6019999999999999,19.092863009876858
21.0,F,164.6,57.4,25.0,72.0,121.0,23.8,25.6,56.0,172.0,A,1.646,21.186159163419845
60.0,M,159.1,70.6,30.8,95.0,142.0,34.2,6.8,30.0,180.0,D,1.591,27.89101644582328
47.0,F,165.2,52.1,14.3,75.0,140.0,32.6,22.3,33.0,196.0,A,1.652,19.090514689070115
24.0,M,181.1,83.8,19.6,67.0,121.0,44.5,21.0,43.0,235.0,C,1.811,25.550953876869404
22.0,M,171.5,62.2,13.3,66.0,124.0,37.6,18.3,56.0,252.0,A,1.715,21.147651063757447
24.0,M,168.9,60.8,6.5,66.0,119.0,44.1,24.2,55.0,235.0,A,1.689,21.312985041299164
26.0,M,160.0,52.0,12.7,67.0,115.0,41.1,12.8,58.0,223.0,B,1.6,20.312499999999996
58.0,F,155.8,48.1,26.2,71.0,124.0,20.9,19.7,4.0,147.0,D,1.558,19.815734269767532
27.0,M,172.6,72.8,26.0,85.0,141.0,45.5,23.1,48.0,201.0,B,1.726,24.437107344693455
37.0,M,165.8,72.8,17.3,92.0,155.0,41.3,15.7,53.0,224.0,B,1.6580000000000001,26.482704029590778
28.0,M,177.4,76.8,15.1,86.0,150.0,51.5,15.1,55.0,206.0,C,1.774,24.403605124248664
57.0,F,156.1,54.8,32.7,98.0,177.0,25.7,25.2,26.0,129.0,A,1.561,22.489238612052837
41.0,F,154.8,45.3,17.6,64.0,102.0,26.6,19.6,42.0,170.0,A,1.548,18.904112332992806
42.0,M,179.2,84.3,23.4,85.0,147.0,46.9,16.4,44.0,213.0,C,1.7919999999999998,26.25134526466837
27.0,M,167.1,67.1,16.5,66.0,125.0,42.0,22.8,61.0,221.0,A,1.671,24.03087699091876
37.0,M,172.5,68.2,13.5,85.0,147.0,39.5,18.6,45.0,250.0,A,1.725,22.919554715395922
28.0,M,166.2,68.1,21.0,80.0,130.0,44.2,19.9,52.0,217.0,A,1.662,24.65386837658078
34.0,M,173.5,72.4,17.4,83.0,118.0,60.1,16.5,67.0,236.0,A,1.735,24.051358287171226
39.0,F,153.2,47.5,23.0,64.0,105.0,21.9,24.5,36.0,180.0,A,1.5319999999999998,20.238395517046275
22.0,M,168.4,76.3,25.2,73.0,111.0,35.6,18.6,43.0,222.0,D,1.6840000000000002,26.90545641245535
27.0,M,170.2,65.3,17.1,62.0,124.0,45.3,13.2,55.0,230.0,B,1.702,22.542084310847404
51.0,F,157.0,54.0,31.4,106.0,158.0,31.4,23.5,46.0,156.0,A,1.57,21.907582457706194
56.0,F,153.3,49.6,20.3,68.0,112.0,23.5,16.8,15.0,141.0,C,1.5330000000000001,21.105583660874117
63.0,F,151.6,49.62,37.1,95.0,156.0,20.3,14.9,15.0,51.0,C,1.516,21.59028411108249
34.0,M,180.1,69.5,13.0,79.0,136.0,52.6,15.3,36.0,235.0,C,1.801,21.426803111726752
28.0,M,179.5,75.0,15.3,85.0,135.0,45.0,10.0,50.0,210.0,C,1.795,23.277286799450657
45.0,M,169.6,70.1,22.2,84.0,154.0,47.4,23.7,50.0,214.0,A,1.696,24.370605642577427
60.0,F,152.0,55.6,38.9,94.0,137.0,26.4,16.9,1.0,120.0,D,1.52,24.065096952908586
30.0,M,169.5,68.4,17.1,76.0,141.0,49.2,13.2,43.0,200.0,C,1.695,23.807659174563398
21.0,F,171.3,65.46,30.7,84.0,130.0,25.2,22.7,30.0,132.0,C,1.713,22.308032834316336
26.0,M,177.8,74.1,8.4,86.0,135.0,54.2,11.7,57.0,277.0,B,1.778,23.43984279805294
30.0,M,169.1,66.4,24.0,68.0,117.0,42.1,-6.9,42.0,194.0,D,1.6909999999999998,23.220997097025656
29.0,M,170.0,85.3,22.8,72.0,120.0,43.6,18.0,45.0,211.0,C,1.7,29.515570934256058
24.0,F,155.1,48.1,27.4,77.0,111.0,26.4,23.2,54.0,182.0,A,1.551,19.995003327650764
21.0,M,166.6,57.04,9.5,59.0,107.0,35.7,27.5,56.0,232.0,A,1.666,20.550837381771437
22.0,F,176.2,74.9,26.5,85.0,126.0,36.6,24.9,64.0,186.0,A,1.7619999999999998,24.125149292479275
27.0,M,187.7,65.56,9.6,59.0,121.0,40.1,24.9,51.0,214.0,B,1.8769999999999998,18.608458560557963
28.0,M,172.3,63.8,22.5,73.0,124.0,34.1,-6.2,29.0,180.0,D,1.723,21.490678334061478
21.0,M,179.1,88.4,20.4,81.0,120.0,44.5,-6.8,51.0,218.0,D,1.791,27.55885014750532
51.0,M,173.0,65.9,15.1,61.0,139.0,42.6,11.4,38.0,197.0,B,1.73,22.01877777406529
32.0,M,174.0,78.4,23.2,91.0,153.0,45.3,14.5,48.0,220.0,C,1.74,25.895098427797596
61.0,M,172.9,69.3,25.5,83.0,120.0,40.1,18.1,26.0,179.0,C,1.729,23.181591474794114
33.0,M,176.5,70.3,12.4,84.0,140.0,47.8,18.5,53.0,222.0,A,1.765,22.566588288165384
22.0,F,160.5,50.8,17.0,57.0,107.0,30.2,35.2,46.0,181.0,A,1.605,19.7203055094574
21.0,F,168.8,53.5,20.0,72.0,121.0,30.3,24.7,38.0,185.0,A,1.6880000000000002,18.776251656521637
45.0,F,162.7,54.4,27.0,97.0,128.0,26.0,18.7,35.0,160.0,B,1.6269999999999998,20.55056629276473
53.0,M,172.9,83.9,29.6,99.0,153.0,53.7,14.1,25.0,168.0,D,1.729,28.065447687377006
62.0,F,148.9,43.4,23.5,72.0,130.0,18.6,20.7,36.0,129.0,A,1.489,19.57493524259614
56.0,F,158.0,59.4,35.9,63.0,129.0,27.4,22.0,30.0,148.0,B,1.58,23.794263739785286
35.0,F,152.5,47.1,26.1,83.0,119.0,23.1,12.8,31.0,140.0,C,1.525,20.252620263370066
26.0,M,168.8,63.7,16.1,79.0,138.0,32.2,16.8,49.0,222.0,B,1.6880000000000002,22.35602300038184
24.0,F,161.5,54.0,23.0,72.0,121.0,26.8,23.7,47.0,198.0,B,1.615,20.70373529891018
24.0,F,158.2,47.8,22.4,66.0,112.0,22.6,25.9,46.0,156.0,B,1.5819999999999999,19.099189523095635
55.0,F,155.2,57.5,32.0,77.0,132.0,29.4,24.7,35.0,185.0,A,1.5519999999999998,23.8717584227867
45.0,F,155.1,53.0,35.8,70.0,138.0,26.4,21.2,22.0,133.0,B,1.551,22.031916348554894
30.0,M,174.5,76.4,19.4,76.0,118.0,45.7,21.2,53.0,220.0,B,1.745,25.090105992561636
60.0,M,153.9,54.8,21.7,75.0,136.0,32.0,16.2,19.0,148.0,C,1.5390000000000001,23.136801404758494
41.0,M,177.4,79.2,18.1,79.0,133.0,50.1,4.2,49.0,218.0,D,1.774,25.166217784381438
31.0,M,172.5,72.0,18.5,77.0,120.0,40.6,23.4,56.0,226.0,B,1.725,24.19659735349716
63.0,M,168.8,63.2,13.9,92.0,156.0,38.3,13.2,34.0,193.0,A,1.6880000000000002,22.18054401293771
50.0,M,170.7,69.4,17.1,95.0,159.0,43.9,20.0,43.0,214.0,A,1.7069999999999999,23.81729458184004
24.0,M,172.1,74.7,24.1,69.0,114.0,45.7,11.1,53.0,244.0,B,1.7209999999999999,25.220800171244846
32.0,M,180.6,67.4,18.3,71.0,121.0,41.6,7.0,54.0,188.0,C,1.806,20.664476354810898
21.0,M,175.5,76.3,20.5,70.0,119.0,35.8,3.8,51.0,201.0,D,1.755,24.772526197027624
53.0,M,175.0,76.4,17.5,85.0,147.0,51.5,23.5,54.0,219.0,B,1.75,24.946938775510205
30.0,F,162.5,50.2,31.2,76.0,136.0,24.1,20.0,33.0,149.0,B,1.625,19.010650887573966
55.0,M,167.0,70.9,26.3,82.0,145.0,40.2,16.0,32.0,204.0,B,1.67,25.422209473269035
64.0,M,164.5,62.9,21.0,92.0,136.0,43.0,6.5,30.0,154.0,C,1.645,23.244426788370397
54.0,F,154.0,54.5,31.6,74.0,129.0,16.0,12.5,13.0,120.0,D,1.54,22.980266486759994
26.0,M,175.7,64.7,9.9,74.0,130.0,40.4,17.5,55.0,221.0,A,1.757,20.958527059337253
63.0,F,159.5,60.8,34.6,76.0,146.0,25.8,16.3,14.0,113.0,B,1.595,23.899136211318677
41.0,F,161.0,51.8,18.8,70.0,122.0,25.1,20.0,21.0,170.0,C,1.61,19.983796921415067
61.0,F,162.6,65.4,32.0,89.0,140.0,21.9,24.9,19.0,106.0,C,1.626,24.73640972572088
59.0,F,155.7,60.8,38.3,96.0,131.0,24.3,22.7,13.0,146.0,D,1.557,25.07993197068453
42.0,M,169.6,71.6,30.2,80.0,127.0,38.3,3.7,43.0,211.0,D,1.696,24.892087931648273
23.0,F,158.2,56.5,31.0,70.0,116.0,29.4,25.3,49.0,179.0,A,1.5819999999999999,22.575401842152793
26.0,M,184.4,87.4,15.2,80.0,139.0,52.0,9.0,53.0,231.0,C,1.844,25.703342257941568
21.0,M,178.9,69.44,23.1,65.0,112.0,37.1,13.7,39.0,195.0,D,1.7890000000000001,21.696467543878008
48.0,F,155.5,69.0,35.8,95.0,146.0,30.0,17.8,23.0,203.0,D,1.555,28.53568511491817
39.0,M,177.4,74.1,18.8,76.0,130.0,47.2,16.1,35.0,233.0,C,1.774,23.545665881599298
21.0,M,171.7,83.8,17.9,55.0,132.0,41.8,3.3,63.0,217.0,D,1.7169999999999999,28.42519340494809
23.0,M,175.9,74.48,16.8,78.0,122.0,55.8,9.4,49.0,234.0,C,1.7590000000000001,24.071767998316783
26.0,M,186.4,92.3,8.0,81.0,153.0,60.4,15.2,62.0,286.0,A,1.864,26.56500396028661
61.0,F,154.2,59.1,35.5,77.0,118.0,24.9,22.0,19.0,120.0,A,1.5419999999999998,24.855284208188877
64.0,F,159.7,49.34,28.4,65.0,115.0,25.6,14.9,22.0,101.0,C,1.597,19.345916674541225
26.0,M,171.2,76.7,18.4,78.0,143.0,47.2,16.4,59.0,240.0,A,1.712,26.16904314787318
21.0,F,161.6,57.4,27.3,46.0,89.0,24.9,15.5,42.0,168.0,B,1.6159999999999999,21.980075482795808
23.0,F,155.1,58.7,30.2,93.0,140.0,28.3,20.9,46.0,167.0,A,1.551,24.401386597361743
21.0,M,176.1,71.6,23.3,83.0,128.0,37.3,10.2,50.0,230.0,C,1.761,23.08842512110943
61.0,M,166.8,63.0,11.2,90.0,158.0,35.3,26.5,32.0,172.0,A,1.6680000000000001,22.64375549919776
24.0,F,162.6,58.9,26.0,74.0,131.0,26.4,14.7,31.0,172.0,D,1.626,22.277898055733328
31.0,F,156.5,54.4,27.3,57.0,108.0,19.5,4.8,19.0,161.0,D,1.565,22.211107595259726
26.0,F,169.4,60.8,23.3,73.0,121.0,30.6,20.5,62.0,191.0,A,1.694,21.18735616642668
23.0,M,177.1,75.7,12.4,55.0,128.0,47.9,20.3,53.0,246.0,B,1.771,24.135636538356696
60.0,M,164.0,58.9,11.2,83.0,123.0,34.5,18.4,51.0,178.0,A,1.64,21.899167162403334
22.0,M,181.2,75.3,22.5,66.0,113.0,41.7,6.2,49.0,262.0,C,1.8119999999999998,22.933935646097396
24.0,F,167.4,56.9,28.6,60.0,120.0,26.1,14.9,45.0,169.0,B,1.6740000000000002,20.30492356927012
56.0,M,166.0,77.4,26.3,85.0,155.0,38.8,3.5,22.0,184.0,D,1.66,28.08825664102192
57.0,M,173.5,79.8,18.0,90.0,158.0,50.6,19.0,35.0,201.0,A,1.735,26.50964628889867
33.0,M,164.5,63.1,21.2,83.0,149.0,37.7,10.0,49.0,230.0,B,1.645,23.318335935551225
36.0,M,168.4,68.8,23.8,87.0,158.0,39.0,22.1,55.0,214.0,A,1.6840000000000002,24.26075230900299
60.0,M,160.0,69.98,24.9,83.0,130.0,39.8,4.8,24.0,184.0,C,1.6,27.335937499999996
27.0,M,168.2,72.5,19.8,73.0,132.0,39.6,6.6,51.0,255.0,C,1.682,25.626306941654025
46.0,F,163.1,59.16,28.5,84.0,127.0,27.2,30.7,40.0,161.0,A,1.631,22.239255443561497
52.0,F,154.0,55.0,36.2,87.0,142.0,26.4,20.0,7.0,120.0,D,1.54,23.19109461966605
30.0,M,171.3,65.6,19.1,70.0,129.0,44.2,22.1,45.0,210.0,C,1.713,22.35574326200965
35.0,F,160.6,56.3,27.7,65.0,108.0,23.5,23.3,9.0,135.0,D,1.6059999999999999,21.828169271830888
60.0,M,170.7,64.3,11.7,88.0,126.0,42.6,10.8,35.0,211.0,B,1.7069999999999999,22.067032299889256
58.0,M,168.7,74.7,20.6,89.0,139.0,47.5,3.0,36.0,191.0,D,1.6869999999999998,26.247650624444617
26.0,F,167.5,55.66,29.7,83.0,123.0,27.7,16.8,36.0,157.0,C,1.675,19.838716863443974
25.0,M,173.2,69.6,19.4,78.0,121.0,43.4,5.5,28.0,213.0,D,1.732,23.201361146520597
22.0,M,170.5,78.2,20.4,69.0,119.0,30.0,4.4,10.0,180.0,D,1.705,26.90035345413266
28.0,F,158.4,55.4,26.6,61.0,116.0,31.6,26.0,41.0,190.0,A,1.584,22.08001734516886
29.0,M,174.6,92.1,28.8,76.0,135.0,50.0,15.0,42.0,192.0,D,1.746,30.21142090118602
47.0,F,161.0,60.7,31.2,61.0,105.0,18.7,4.1,0.0,106.0,D,1.61,23.417306431079048
33.0,M,175.7,67.9,17.6,67.0,128.0,35.2,14.3,60.0,233.0,C,1.757,21.995115723786704
44.0,M,177.1,73.1,12.0,86.0,143.0,41.5,11.8,50.0,246.0,C,1.771,23.306671478915117
37.0,M,170.3,78.6,30.2,102.0,143.0,38.8,-7.5,0.0,152.0,D,1.703,27.101495099146298
44.0,M,175.6,64.3,17.1,81.0,121.0,41.6,-0.7,46.0,236.0,D,1.756,20.85268341280919
51.0,M,173.8,68.1,19.5,77.0,118.0,38.2,17.9,34.0,197.0,B,1.7380000000000002,22.544861294478917
23.0,M,185.2,79.3,14.5,83.0,143.0,40.7,8.8,55.0,234.0,D,1.8519999999999999,23.120180623131144
49.0,F,158.1,51.9,24.9,83.0,130.0,24.3,19.5,37.0,178.0,B,1.581,20.7636460962545
61.0,F,148.6,54.4,34.2,90.0,141.0,23.3,19.1,29.0,130.0,B,1.486,24.635494313004823
29.0,M,178.0,94.9,27.0,94.0,153.0,43.8,12.3,31.0,215.0,D,1.78,29.952026259310696
30.0,M,188.3,99.4,16.0,92.0,144.0,58.6,25.8,46.0,193.0,B,1.883,28.03404359491202
57.0,F,158.1,57.6,29.1,76.0,128.0,26.3,20.5,32.0,142.0,A,1.581,23.04404653457147
21.0,M,186.8,79.1,12.3,79.0,135.0,50.4,-1.5,45.0,235.0,D,1.868,22.668497723406492
22.0,M,182.0,70.5,17.6,62.0,117.0,47.8,-2.3,34.0,202.0,D,1.82,21.2836613935515
48.0,M,166.2,68.4,22.8,63.0,111.0,38.8,8.0,28.0,177.0,D,1.662,24.76247572625735
25.0,M,178.5,94.1,24.0,80.0,145.0,44.4,11.7,40.0,221.0,D,1.785,29.533381980243078
21.0,M,173.0,83.1,30.0,80.0,120.0,37.4,16.6,34.0,185.0,D,1.73,27.765712185505695
27.0,M,177.0,87.4,17.9,63.0,123.0,48.0,18.0,58.0,238.0,B,1.77,27.897475182738038
61.0,M,162.3,53.04,14.6,80.0,120.0,38.5,13.1,35.0,173.0,A,1.6230000000000002,20.13568811550231
23.0,F,161.1,70.9,34.5,86.0,151.0,31.7,12.5,31.0,164.0,D,1.611,27.3183933702228
23.0,F,156.2,49.6,34.8,60.0,103.0,18.1,16.7,20.0,150.0,D,1.5619999999999998,20.329168586188302
29.0,M,174.7,83.78,24.9,77.0,146.0,40.4,18.4,52.0,238.0,B,1.7469999999999999,27.45077095119969
28.0,F,154.3,45.0,29.3,75.0,124.0,21.3,18.5,26.0,146.0,C,1.5430000000000001,18.900820673633646
34.0,M,177.0,62.8,13.2,75.0,120.0,50.7,17.5,48.0,232.0,A,1.77,20.045325417344948
49.0,F,163.1,45.6,17.4,74.0,110.0,28.0,28.2,25.0,155.0,B,1.631,17.141819611670122
24.0,M,181.3,80.4,21.6,83.0,123.0,36.3,26.0,44.0,232.0,C,1.8130000000000002,24.460224602057394
22.0,M,178.1,70.2,8.4,75.0,123.0,38.1,17.6,55.0,260.0,A,1.781,22.13141964860224
33.0,M,167.2,75.5,20.9,89.0,134.0,57.4,17.2,55.0,182.0,C,1.672,27.006879421258674
40.0,F,155.0,52.8,22.0,98.0,135.0,24.5,28.2,34.0,174.0,A,1.55,21.97710718002081
63.0,M,171.6,66.1,23.3,79.0,127.0,40.3,16.8,19.0,205.0,C,1.716,22.447443776115104
32.0,M,183.6,84.3,21.6,80.0,122.0,46.9,22.1,44.0,200.0,C,1.8359999999999999,25.0081877340624
47.0,M,177.3,71.9,19.4,67.0,132.0,40.0,0.8,41.0,207.0,D,1.7730000000000001,22.872383235529238
28.0,M,173.9,72.0,16.9,82.0,143.0,46.6,21.8,45.0,229.0,C,1.739,23.808571151749547
23.0,F,161.2,58.4,28.9,81.0,130.0,23.7,15.0,50.0,165.0,B,1.6119999999999999,22.474123970962204
41.0,M,170.6,72.1,28.8,84.0,135.0,40.0,0.8,28.0,223.0,D,1.706,24.772920620827943
33.0,M,174.9,71.0,14.6,97.0,131.0,46.7,18.3,64.0,232.0,A,1.749,23.21019182406282
52.0,M,167.8,67.4,26.0,93.0,167.0,39.1,10.0,40.0,200.0,B,1.6780000000000002,23.937345241866627
29.0,M,170.5,79.0,19.2,68.0,127.0,46.3,10.6,63.0,215.0,B,1.705,27.17554888588849
21.0,M,169.3,70.7,27.8,90.0,133.0,35.0,1.3,18.0,198.0,D,1.693,24.666384532537123
51.0,M,175.5,71.7,20.34,84.0,140.0,45.1,9.9,34.0,185.0,B,1.755,23.279031826040377
33.0,F,165.8,67.6,34.7,73.0,113.0,30.4,21.6,13.0,145.0,D,1.6580000000000001,24.591082313191436
27.0,M,168.9,67.2,16.2,87.0,144.0,49.7,19.9,54.0,235.0,A,1.689,23.556457150909605
41.0,F,153.6,46.7,26.4,65.0,109.0,24.3,11.0,20.0,155.0,C,1.536,19.79404025607639
32.0,F,174.2,73.3,23.3,70.0,122.0,39.3,23.3,52.0,191.0,A,1.742,24.155035122014233
47.0,M,169.1,66.0,17.7,75.0,114.0,45.5,16.3,49.0,225.0,A,1.6909999999999998,23.081111572344778
47.0,M,171.6,73.5,19.4,94.0,157.0,51.6,11.8,48.0,221.0,B,1.716,24.96047076466657
32.0,M,182.4,84.9,18.2,75.0,134.0,59.2,10.7,44.0,243.0,C,1.824,25.51866920590951
38.0,M,172.7,70.0,23.9,83.0,123.0,38.5,12.5,35.0,171.0,C,1.7269999999999999,23.470014876636576
33.0,M,179.0,74.4,12.6,77.0,142.0,52.3,12.3,49.0,218.0,B,1.79,23.220249055897135
24.0,M,173.7,61.5,17.4,62.0,95.0,40.2,21.6,51.0,217.0,C,1.7369999999999999,20.383346110211264
22.0,M,179.1,62.7,14.7,99.0,144.0,47.0,11.3,55.0,230.0,C,1.791,19.5468314960247
36.0,F,157.1,53.0,30.7,72.0,99.0,25.9,24.0,40.0,155.0,A,1.571,21.474521695547196
26.0,M,174.9,75.6,14.3,54.0,118.0,54.6,16.6,58.0,227.0,A,1.749,24.71395073097393
30.0,M,184.1,89.64,13.9,81.0,156.0,53.8,19.3,50.0,253.0,A,1.841,26.44808736720266
22.0,F,161.8,48.0,25.6,69.0,126.0,25.1,17.2,46.0,187.0,B,1.618,18.335138835199185
37.0,M,183.2,74.0,15.0,84.0,136.0,49.5,21.5,52.0,222.0,A,1.8319999999999999,22.04858793691959
